Column1,Column2
K141105,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>휴대용유도무기운용/정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_201505150540061800.jpg alt=휴대용유도무기운용/정비관련 사진 ><br>휴대용 유도무기 발사준비 및 사격을 위한 제반업무 수행
<br>- 유도탄 이동 및 설치, 사격준비 실시
<br>- 부여된 목표에 추적 및 사격
<br>- 효과적인 저공방어를 위해 추진진지점령 및 사격
<br>- 발사기 유도탄에 대한 예방정비 점검 실시
<br>- 탄약운반, 저장 및 교전 전 필요한 준비실시</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 전계열분야</td></tr><tr><th scope=row>간접</th><td>간접분야 없음</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 운동장애, 색각장애, 정신건강의학과 질환 대상자 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 합격자 발표 → 면접 및 신체검사 → 최종합격자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(방공교:3주) → 부대배치조회(042-550-6446~7 / 육군본부 홈페이지 - 신병부대배치 화면에서도 가능)</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K141106,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>천마운용/정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_201505150540237550.jpg alt=천마운용/정비관련 사진 ><br>천마 사격을 위한 제반업무 수행 및 정비업무 수행
<br>- 사격에 필요한 준비 실시
<br>- 부여된 목표의 추적 및 사격
<br>- 장비 예방정비 실시
<br>- 탄약운반, 저장 및 교전 전 필요한 준비
<br>- 천마 장비의 주기적인 점검 실시 및 정비결과 기록유지
<br>- 고장 원인을 탐지하여 정비 및 부품 교환 
<br>- 화포수리 요원으로서 피지원 부대 정비지원 업무수행/장비보급관리
<br>- 레이다 장비의 구성품을 시험 및 조정하여 기계적, 전기적 성능 점검</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 기계 분야 
<br>② 전기 분야 
<br>③ 전자 분야
<br>④ 무선통신 분야('22년 5월 입영 접수자부터 적용)
<br>⑤ 정보통신 분야('22년 5월 입영 접수자부터 적용)
<br>⑥ 반도체 분야('22년 5월 입영 접수자부터 적용)</td></tr><tr><th scope=row>간접</th><td>⑦ 전계열 분야('22년 5월 입영 접수자부터 적용)</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 청각장애, 색각장애, 정신건강의학과 질환 대상자 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 합격자 발표 → 면접 및 신체검사 → 최종합격자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(방공교:3주) → 부대배치조회(042-550-6446~7 / 육군본부 홈페이지 - 신병부대배치 화면에서도 가능)</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K141107,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>천호운용/정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/images/duty/army_default.jpg alt=천호운용/정비관련 사진 ><br>천호 운용 및 정비 등 사격을 위한 제반업무 수행
<br>- 화포 설치 및 운용
<br>- 진지방어를 위한 위장 실시
<br>- 사격준비 및 부여된 목표에 추적, 사격
<br>- 화포 예방정비 점검 및 결함 부분 정비
<br>- 탄약운반, 저장 및 교전 전 필요한 준비</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 기계 분야 
<br>② 전기 분야 
<br>③ 전자 분야 
<br>④ 정보통신 분야</td></tr><tr><th scope=row>간접</th><td>⑤ 전계열 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 운동장애, 청각장애, 폐쇄공포증, 정신건강의학과 질환, 2차 심리검사 결과 등 정밀검사 대상자 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 합격자 발표 → 면접 및 신체검사 → 최종합격자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(방공교:3주) → 부대배치조회(042-550-6446~7 / 육군본부 홈페이지 - 신병부대배치 화면에서도 가능)</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K142101,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>발칸정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_202008060954011470.jpg alt=발칸정비관련 사진 ><br>발칸포에 대한 정비업무 수행
<br>- 화포 예방정비 및 결함부분 정비
<br>- 정비용 기재 및 부품을 청구 획득하여 관리/유지하고 정비일지 기록 유지
<br>- 고장원인 탐지 후 정비 및 부품 교환</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 기계분야
<br>② 전자분야
<br>③ 제어분야</td></tr><tr><th scope=row>간접</th><td>④ 반도체분야
<br>⑤ 전기분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 색각장애, 청력장애 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 학력 : 중학교 졸업이상(교육부장관이 인정하는 동등학력 포함) /'21년 3월접수(6월입영)부터 폐지
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람
<br>
<br>※ 2022년 1월 입영부터 모집특기 폐지</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 합격자 발표 → 면접 및 신체검사 → 최종합격자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(방공교:3주) → 부대배치조회(042-550-6446~7 / 육군본부 홈페이지 - 신병부대배치 화면에서도 가능)</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K142102,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>오리콘정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_201505150541032020.bmp alt=오리콘정비관련 사진 ><br>오리콘포에 대한 정비업무 수행
<br>- 오리콘에 대한 검사 및 결함부분 정비
<br>- 고장원인을 탐지하여 정비 및 부품 교환
<br>- 정비관 지시에 따라 업무 수행</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 전자분야
<br>② 반도체분야
<br>③ 무선통신분야
<br>④ 전기분야
<br>⑤ 제어분야</td></tr><tr><th scope=row>간접</th><td>⑥ 기계분야
<br>⑦ 자동차 정비분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 색각장애, 청각장애, 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 학력 : 중학교 졸업이상(교육부장관이 인정하는 동등학력 포함) /'21년 3월접수(6월입영)부터 폐지
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람
<br>
<br>※ 2022년 1월 입영부터 모집특기 폐지</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 합격자 발표 → 면접 및 신체검사 → 최종합격자 발표 → 입영 → 기초군사훈련(5주) → 부대배치조회(042-550-6446~7 / 육군본부 홈페이지 - 신병부대배치 화면에서도 가능)</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K142103,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>비호정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_201505150541246130.jpg alt=비호정비관련 사진 ><br>비호에 대한 정비업무 수행
<br>- 화포에 대한 정기적인 검사를 실시하며 결함된 부분 정비
<br>- 고장원인을 탐지하여 정비 및 부품 교환
<br>- 운용 요원에 대한 기술 지도</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 기계분야
<br>② 전기분야
<br>③ 전자분야
<br>④ 제어분야
<br>⑤ 정보통신분야</td></tr><tr><th scope=row>간접</th><td>간접분야 없음</td></tr><tr><th scope=row colspan=2>신체사항</th><td>색각장애, 청력장애 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 학력 : 중학교 졸업이상(교육부장관이 인정하는 동등학력 포함) /'21년 3월접수(6월입영)부터 폐지
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람
<br>
<br>※ 2022년 1월 입영부터 모집특기 폐지</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 합격자 발표 → 면접 및 신체검사 → 최종합격자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(방공교:3주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K142104,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>천마정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_201505150541463480.jpg alt=천마정비관련 사진 ><br>천마 제반 정비 업무 수행
<br>- 천마 장비의 주기적인 점검 실시 및 정비결과 기록유지
<br>- 고장 원인을 탐지하여 정비 및 부품교환
<br>- 레이더 장비의 구성품을 시험 및 조정하여 기계적, 전기적 성능 점검</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 전자분야
<br>② 반도체분야
<br>③ 기계분야</td></tr><tr><th scope=row>간접</th><td>④ 기계분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 색각장애, 청각장애 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 학력 : 중학교 졸업이상(교육부장관이 인정하는 동등학력 포함) /'21년 3월접수(6월입영)부터 폐지
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람
<br>
<br>※ 2022년 1월 입영부터 모집특기 폐지</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 합격자 발표 → 면접 및 신체검사 → 최종합격자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(방공교:3주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K143101,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>방공레이더운용/정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_201505150542117810.jpg alt=방공레이더운용/정비관련 사진 ><br>저고도 탐지레이다 운용 /제반 정비 업무수행
<br>- 레이다 장비 조작과 장비점검 및 조정실시
<br>- 대전차 방해장치의 콘솔 및 관계장비 조작
<br>- 레이다 장비의 이동 및 설치/진지 위장 실시
<br>- 탄약 및 장비의 주기적인 점검과 정비결과 기록유지
<br>- 저고도 레이다 수리 및 정비업무 수행, 부품 청구 획득</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 기계 분야 
<br>② 전기 분야 
<br>③ 전자 분야
<br>④ 제어 분야   
<br>⑤ 정보통신 분야</td></tr><tr><th scope=row>간접</th><td>⑥ 전 계열 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 색각장애, 청력장애, 정신건강의학과 질환 대상자 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 합격자 발표 → 신체검사 → 최종합격자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(방공교:3주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K151101,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>군사정보</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_201505150542323300.bmp alt=군사정보관련 사진 ><br>각종 정보 문서의 처리, 정보상황 및 투명도 기입, 정보 보고자료 작성, 전투서열 및 대정보, 심리전에 사용되는 각종 매개체를 운용하며 
<br>목표대상에 전달하는 업무 수행
<br>- 상하급, 인접 및 첩보부대로부터 접수된 보고서 처리
<br>- 정보관련일지 작성, 관리
<br>- 정기 및 수시 정보보고서 작성업무 보좌
<br>- 정보문서 처리 및 상황근무
<br>- 각종 정보/첩보사항을 상황판에 기록 및 투명도, 지형도 작성
<br>- 각종 상황도 관리유지 및 지도, 항공사진 배포
<br>- 기구 전단작전 수행                                                  
<br>- 기구 전단작전 프로그램 운용
<br>- 기동 전단제작장비 운용
<br>- 기동/고정 방송중계장비 운용
<br>- 기동/항공 확성기 운용
<br>- 전단탄 장입 지원</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 정보분야 
<br>② 사무자동화 분야
<br>③ 무선통신 분야 
<br>④ 정보통신 분야</td></tr><tr><th scope=row>간접</th><td>⑤ 일반행정 분야
<br>⑥ 법무 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 2차 심리검사 결과 등 정밀검사 대상자 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 합격자 발표 → 신체검사 → 최종합격자 발표 → 입영 → 기초군사훈련(5주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K151102,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>심리전</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_201505150542594800.bmp alt=심리전관련 사진 ><br>심리전에 사용하는 각종 매개체를 조작 운용하며 목표대상 집단에게 전달하는 업무 수행
<br>- 방송장비의 운용 및 조작과 정비업무 수행
<br>- 방송실 서류기록 유지 및 보고
<br>- 방송원고 및 프로제작과 진행업무 수행
<br>- 적과 접촉대화 또는 설득
<br>- 기상제원 측정기록 유지
<br>- 전단 살포를 위한 조리 및 포장
<br>- 각종 살포수단을 이용 시각매개물을 목표지역에 살포</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 공병분야
<br>② 통신분야
<br>③ 정보분야</td></tr><tr><th scope=row>간접</th><td>④ 공통분야
<br>⑤ 행정분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 2차 심리검사 결과 등 정밀검사 대상자 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 학력 : 중학교 졸업이상(교육부장관이 인정하는 동등학력 포함) /'21년 3월접수(6월입영)부터 폐지
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람
<br>
<br>
<br>※ 2022년 1월 입영부터 모집특기 폐지</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 선발(합격)자 발표 → 신체검사 → 최종 선발(합격)자 발표 → 입영 → 기초군사훈련(5주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K151103,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>정찰</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_201505150543186710.jpg alt=정찰관련 사진 ><br>군사보안상 생략</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 정보 분야 
<br>② 예체능(무도) 분야
<br>③ 예체능(체육) 분야 
<br>④ 토목 분야</td></tr><tr><th scope=row>간접</th><td>④ 사회과학 분야
<br>⑤ 전 계열 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 신체등급 3급이상
<br>- 신장 168cm 이상
<br>- 체중 60kg이상
<br>- 교정시력 1.0이상
<br>- 2차 심리검사 결과 등 정밀검사 대상자 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람
<br>
<br>
<br>※ 2022년 1월 입영부터 모집특기 폐지</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td></td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K152101,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>신호정보/전자전운용</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_201505150543379620.jpg alt=신호정보/전자전운용관련 사진 ><br>군사보안상 생략</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 전자 분야 
<br>② 컴퓨터HW 분야 
<br>③ 유선선로 분야 
<br>④ 무선통신 분야 
<br>⑤ 정보통신 분야 
<br>⑥ 전산운용 분야 
<br>⑦ 사무자동화 분야</td></tr><tr><th scope=row>간접</th><td>② 반도체 분야
<br>③ 제어 분야
<br>④ 컴퓨터 H/W 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 색맹장애, 청력이상, 언어장애, 정신건강의학과 질환, 2차 심리검사 결과 등 정밀검사 대상자 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 합격자 발표 → 신체검사 → 최종합격자 발표 → 입영 → 기초군사훈련(5주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
